dataset,condition,hemi,subject_row,measure,value,dataset_pair
MICs,synthseg_v0.2,R,4,identifiability,0.013654826230409698,
MICs,synthseg_v0.2,R,5,identifiability,0.029769736312054734,
MICs,synthseg_v0.2,R,6,identifiability,,
MICs,synthseg_v0.2,R,7,identifiability,,
MICs,synthseg_v0.2,R,8,identifiability,0.04509343398829608,
MICs,synthseg_v0.2,R,9,identifiability,,
MICs,synthseg_v0.2,R,10,identifiability,,
MICs,synthseg_v0.2,R,11,identifiability,,
MICs,synthseg_v0.2,R,12,identifiability,,
MICs,synthseg_v0.2,R,13,identifiability,,
MICs,synthseg_v0.2,R,14,identifiability,0.029231980669210445,
MICs,synthseg_v0.2,R,15,identifiability,0.022081426624398263,
MICs,synthseg_v0.2,R,16,identifiability,,
MICs,synthseg_v0.2,R,17,identifiability,,
MICs,synthseg_v0.2,R,18,identifiability,,
MICs,synthseg_v0.2,R,19,identifiability,,
MICs,synthseg_v0.2,R,20,identifiability,,
MICs,synthseg_v0.2,R,21,identifiability,,
MICs,synthseg_v0.2,R,22,identifiability,-0.0005746641326773036,
MICs,synthseg_v0.2,R,23,identifiability,,
MICs,synthseg_v0.2,R,24,identifiability,,
MICs,synthseg_v0.2,R,25,identifiability,0.03098320989303871,
MICs,synthlayer_v0.3,L,0,identifiability,,
MICs,synthlayer_v0.3,L,1,identifiability,,
MICs,synthlayer_v0.3,L,2,identifiability,,
MICs,synthlayer_v0.3,L,3,identifiability,,
MICs,synthlayer_v0.3,L,4,identifiability,0.05362224990547899,
MICs,synthlayer_v0.3,L,5,identifiability,,
MICs,synthlayer_v0.3,L,6,identifiability,,
MICs,synthlayer_v0.3,L,7,identifiability,,
MICs,synthlayer_v0.3,L,8,identifiability,,
MICs,synthlayer_v0.3,L,9,identifiability,,
MICs,synthlayer_v0.3,L,10,identifiability,,
MICs,synthlayer_v0.3,L,11,identifiability,,
MICs,synthlayer_v0.3,L,12,identifiability,,
MICs,synthlayer_v0.3,L,13,identifiability,,
MICs,synthlayer_v0.3,L,14,identifiability,,
MICs,synthlayer_v0.3,L,15,identifiability,,
MICs,synthlayer_v0.3,L,16,identifiability,,
MICs,synthlayer_v0.3,L,17,identifiability,,
MICs,synthlayer_v0.3,L,18,identifiability,,
MICs,synthlayer_v0.3,L,19,identifiability,,
MICs,synthlayer_v0.3,L,20,identifiability,,
MICs,synthlayer_v0.3,L,21,identifiability,,
MICs,synthlayer_v0.3,L,22,identifiability,,
MICs,synthlayer_v0.3,L,23,identifiability,,
MICs,synthlayer_v0.3,L,24,identifiability,,
MICs,synthlayer_v0.3,L,25,identifiability,,
MICs,synthlayer_v0.3,R,0,identifiability,,
MICs,synthlayer_v0.3,R,1,identifiability,,
MICs,synthlayer_v0.3,R,2,identifiability,,
MICs,synthlayer_v0.3,R,3,identifiability,,
MICs,synthlayer_v0.3,R,4,identifiability,0.014324774575389932,
MICs,synthlayer_v0.3,R,5,identifiability,,
MICs,synthlayer_v0.3,R,6,identifiability,,
MICs,synthlayer_v0.3,R,7,identifiability,,
MICs,synthlayer_v0.3,R,8,identifiability,,
MICs,synthlayer_v0.3,R,9,identifiability,,
MICs,synthlayer_v0.3,R,10,identifiability,,
MICs,synthlayer_v0.3,R,11,identifiability,,
MICs,synthlayer_v0.3,R,12,identifiability,,
MICs,synthlayer_v0.3,R,13,identifiability,,
MICs,synthlayer_v0.3,R,14,identifiability,,
MICs,synthlayer_v0.3,R,15,identifiability,,
MICs,synthlayer_v0.3,R,16,identifiability,,
MICs,synthlayer_v0.3,R,17,identifiability,,
MICs,synthlayer_v0.3,R,18,identifiability,,
MICs,synthlayer_v0.3,R,19,identifiability,,
MICs,synthlayer_v0.3,R,20,identifiability,,
MICs,synthlayer_v0.3,R,21,identifiability,,
MICs,synthlayer_v0.3,R,22,identifiability,,
MICs,synthlayer_v0.3,R,23,identifiability,,
MICs,synthlayer_v0.3,R,24,identifiability,,
MICs,synthlayer_v0.3,R,25,identifiability,,
,T1w,L,0,generalizability,0.9991784911402035,PNI-MICs
,T1w,L,1,generalizability,0.9997190532876362,PNI-MICs
,T1w,L,2,generalizability,0.970786129894062,PNI-MICs
,T1w,L,3,generalizability,0.9901333634187147,PNI-MICs
,T1w,L,4,generalizability,0.9989175107573407,PNI-MICs
,T1w,L,5,generalizability,0.9498438621907869,PNI-MICs
,T1w,L,6,generalizability,0.9571790329875434,PNI-MICs
,T1w,L,7,generalizability,0.9993472464269124,PNI-MICs
,T1w,L,8,generalizability,0.9995017984542247,PNI-MICs
,T1w,L,9,generalizability,,PNI-MICs
,T1w,L,10,generalizability,0.9982197625450433,PNI-MICs
,T1w,L,11,generalizability,0.9962137355296842,PNI-MICs
,T1w,L,12,generalizability,0.9992159218907436,PNI-MICs
,T1w,L,13,generalizability,0.9979358953033193,PNI-MICs
,T1w,L,14,generalizability,0.9910587331941876,PNI-MICs
,T1w,L,15,generalizability,0.9636152183074772,PNI-MICs
,T1w,L,16,generalizability,0.9974004905776971,PNI-MICs
,T1w,L,17,generalizability,0.9246047486520615,PNI-MICs
,T1w,L,18,generalizability,0.990023029047721,PNI-MICs
,T1w,L,19,generalizability,0.9594706106290297,PNI-MICs
,T1w,L,20,generalizability,0.964063847417969,PNI-MICs
,T1w,L,21,generalizability,0.914736863538858,PNI-MICs
,T1w,L,22,generalizability,,PNI-MICs
,T1w,L,23,generalizability,0.9651198035146601,PNI-MICs
,T1w,L,24,generalizability,0.9632848920988787,PNI-MICs
,T1w,L,25,generalizability,0.9983839648025872,PNI-MICs
,T1w,R,0,generalizability,0.9991305115330361,PNI-MICs
,T1w,R,1,generalizability,0.9989063816171163,PNI-MICs
,T1w,R,2,generalizability,0.9714601574015027,PNI-MICs
,T1w,R,3,generalizability,0.989903231156748,PNI-MICs
,T1w,R,4,generalizability,0.9988905133752117,PNI-MICs
,T1w,R,5,generalizability,0.9492082175785747,PNI-MICs
,T1w,R,6,generalizability,0.9579351687952927,PNI-MICs
,T1w,R,7,generalizability,0.9993414714746984,PNI-MICs
,T1w,R,8,generalizability,0.9992137146547633,PNI-MICs
,T1w,R,9,generalizability,,PNI-MICs
,T1w,R,10,generalizability,0.9973695356779191,PNI-MICs
,T1w,R,11,generalizability,0.9959633512048859,PNI-MICs
,T1w,R,12,generalizability,,PNI-MICs
,T1w,R,13,generalizability,0.9992068590358678,PNI-MICs
,T1w,R,14,generalizability,0.9951914600253223,PNI-MICs
,T1w,R,15,generalizability,0.9658478675822217,PNI-MICs
,T1w,R,16,generalizability,0.9980113808744913,PNI-MICs
,T1w,R,17,generalizability,0.9226733531985307,PNI-MICs
,T1w,R,18,generalizability,0.9922960989786915,PNI-MICs
,T1w,R,19,generalizability,0.9611176398089948,PNI-MICs
,T1w,R,20,generalizability,,PNI-MICs
,T1w,R,21,generalizability,0.9127210656685821,PNI-MICs
,T1w,R,22,generalizability,0.9477365635025516,PNI-MICs
,T1w,R,23,generalizability,0.9676204923306414,PNI-MICs
,T1w,R,24,generalizability,0.944878140232583,PNI-MICs
,T1w,R,25,generalizability,0.999413804414808,PNI-MICs
,synthseg_v0.2,L,0,generalizability,0.9989936873736996,PNI-MICs
,synthseg_v0.2,L,1,generalizability,0.9978021066464783,PNI-MICs
,synthseg_v0.2,L,2,generalizability,0.9752142801653756,PNI-MICs
,synthseg_v0.2,L,3,generalizability,0.990392906460146,PNI-MICs
,synthseg_v0.2,L,4,generalizability,0.9984397414120623,PNI-MICs
,synthseg_v0.2,L,5,generalizability,0.9527603388288655,PNI-MICs
,synthseg_v0.2,L,6,generalizability,0.954247280375251,PNI-MICs
,synthseg_v0.2,L,7,generalizability,0.9975932769895595,PNI-MICs
,synthseg_v0.2,L,8,generalizability,0.9996436415058845,PNI-MICs
,synthseg_v0.2,L,9,generalizability,,PNI-MICs
,synthseg_v0.2,L,10,generalizability,0.9960604517560615,PNI-MICs
,synthseg_v0.2,L,11,generalizability,0.9955326295977255,PNI-MICs
,synthseg_v0.2,L,12,generalizability,0.9987792815978592,PNI-MICs
,synthseg_v0.2,L,13,generalizability,0.9966571466843666,PNI-MICs
,synthseg_v0.2,L,14,generalizability,0.9876442616490158,PNI-MICs
,synthseg_v0.2,L,15,generalizability,0.9626224210191269,PNI-MICs
,synthseg_v0.2,L,16,generalizability,0.9941876296210445,PNI-MICs
,synthseg_v0.2,L,17,generalizability,0.9324830291565815,PNI-MICs
,synthseg_v0.2,L,18,generalizability,0.9937148569880718,PNI-MICs
,synthseg_v0.2,L,19,generalizability,0.9616815106153247,PNI-MICs
,synthseg_v0.2,L,20,generalizability,0.962017783319434,PNI-MICs
,synthseg_v0.2,L,21,generalizability,0.9134165135629023,PNI-MICs
,synthseg_v0.2,L,22,generalizability,0.96605185171847,PNI-MICs
,synthseg_v0.2,L,23,generalizability,0.9659054059667178,PNI-MICs
,synthseg_v0.2,L,24,generalizability,0.9720470060065236,PNI-MICs
,synthseg_v0.2,L,25,generalizability,0.9971018423119936,PNI-MICs
,synthseg_v0.2,R,0,generalizability,0.9962299605572779,PNI-MICs
,synthseg_v0.2,R,1,generalizability,0.9983038102918336,PNI-MICs
,synthseg_v0.2,R,2,generalizability,0.9729166484740098,PNI-MICs
,synthseg_v0.2,R,3,generalizability,0.9882829772165053,PNI-MICs
,synthseg_v0.2,R,4,generalizability,0.998439396476378,PNI-MICs
,synthseg_v0.2,R,5,generalizability,0.9476503599168008,PNI-MICs
,synthseg_v0.2,R,6,generalizability,0.9449175395085068,PNI-MICs
,synthseg_v0.2,R,7,generalizability,0.9956494369524936,PNI-MICs
,synthseg_v0.2,R,8,generalizability,0.9992988514121249,PNI-MICs
,synthseg_v0.2,R,9,generalizability,,PNI-MICs
,synthseg_v0.2,R,10,generalizability,0.9953753525253336,PNI-MICs
,synthseg_v0.2,R,11,generalizability,0.9946896495731883,PNI-MICs
,synthseg_v0.2,R,12,generalizability,0.9970135464764255,PNI-MICs
,synthseg_v0.2,R,13,generalizability,0.9969636657728925,PNI-MICs
,synthseg_v0.2,R,14,generalizability,0.991248363419283,PNI-MICs
,synthseg_v0.2,R,15,generalizability,0.9633456166926528,PNI-MICs
,synthseg_v0.2,R,16,generalizability,0.9963472367547349,PNI-MICs
,synthseg_v0.2,R,17,generalizability,0.927717332692547,PNI-MICs
,synthseg_v0.2,R,18,generalizability,0.988162732092528,PNI-MICs
,synthseg_v0.2,R,19,generalizability,0.9622566124684393,PNI-MICs
,synthseg_v0.2,R,20,generalizability,0.9687923935042076,PNI-MICs
,synthseg_v0.2,R,21,generalizability,0.9159853919568713,PNI-MICs
,synthseg_v0.2,R,22,generalizability,0.9662314513160027,PNI-MICs
,synthseg_v0.2,R,23,generalizability,0.9679317824927245,PNI-MICs
,synthseg_v0.2,R,24,generalizability,0.9738140223225665,PNI-MICs
,synthseg_v0.2,R,25,generalizability,0.998557773436966,PNI-MICs
,synthlayer_v0.3,L,0,generalizability,,PNI-MICs
,synthlayer_v0.3,L,1,generalizability,0.9848366773340904,PNI-MICs
,synthlayer_v0.3,L,2,generalizability,0.9692520827744748,PNI-MICs
,synthlayer_v0.3,L,3,generalizability,,PNI-MICs
,synthlayer_v0.3,L,4,generalizability,,PNI-MICs
,synthlayer_v0.3,L,5,generalizability,,PNI-MICs
,synthlayer_v0.3,L,6,generalizability,,PNI-MICs
,synthlayer_v0.3,L,7,generalizability,,PNI-MICs
,synthlayer_v0.3,L,8,generalizability,,PNI-MICs
,synthlayer_v0.3,L,9,generalizability,,PNI-MICs
,synthlayer_v0.3,L,10,generalizability,,PNI-MICs
,synthlayer_v0.3,L,11,generalizability,0.9924832175533876,PNI-MICs
,synthlayer_v0.3,L,12,generalizability,,PNI-MICs
,synthlayer_v0.3,L,13,generalizability,,PNI-MICs
,synthlayer_v0.3,L,14,generalizability,,PNI-MICs
,synthlayer_v0.3,L,15,generalizability,,PNI-MICs
,synthlayer_v0.3,L,16,generalizability,,PNI-MICs
,synthlayer_v0.3,L,17,generalizability,,PNI-MICs
,synthlayer_v0.3,L,18,generalizability,,PNI-MICs
,synthlayer_v0.3,L,19,generalizability,,PNI-MICs
,synthlayer_v0.3,L,20,generalizability,,PNI-MICs
,synthlayer_v0.3,L,21,generalizability,,PNI-MICs
,synthlayer_v0.3,L,22,generalizability,,PNI-MICs
,synthlayer_v0.3,L,23,generalizability,,PNI-MICs
,synthlayer_v0.3,L,24,generalizability,,PNI-MICs
,synthlayer_v0.3,L,25,generalizability,,PNI-MICs
,synthlayer_v0.3,R,0,generalizability,,PNI-MICs
,synthlayer_v0.3,R,1,generalizability,,PNI-MICs
,synthlayer_v0.3,R,2,generalizability,,PNI-MICs
,synthlayer_v0.3,R,3,generalizability,,PNI-MICs
,synthlayer_v0.3,R,4,generalizability,,PNI-MICs
,synthlayer_v0.3,R,5,generalizability,,PNI-MICs
,synthlayer_v0.3,R,6,generalizability,,PNI-MICs
,synthlayer_v0.3,R,7,generalizability,,PNI-MICs
,synthlayer_v0.3,R,8,generalizability,,PNI-MICs
,synthlayer_v0.3,R,9,generalizability,,PNI-MICs
,synthlayer_v0.3,R,10,generalizability,,PNI-MICs
,synthlayer_v0.3,R,11,generalizability,,PNI-MICs
,synthlayer_v0.3,R,12,generalizability,,PNI-MICs
,synthlayer_v0.3,R,13,generalizability,,PNI-MICs
,synthlayer_v0.3,R,14,generalizability,,PNI-MICs
,synthlayer_v0.3,R,15,generalizability,,PNI-MICs
,synthlayer_v0.3,R,16,generalizability,,PNI-MICs
,synthlayer_v0.3,R,17,generalizability,,PNI-MICs
,synthlayer_v0.3,R,18,generalizability,,PNI-MICs
,synthlayer_v0.3,R,19,generalizability,,PNI-MICs
,synthlayer_v0.3,R,20,generalizability,,PNI-MICs
,synthlayer_v0.3,R,21,generalizability,,PNI-MICs
,synthlayer_v0.3,R,22,generalizability,,PNI-MICs
,synthlayer_v0.3,R,23,generalizability,,PNI-MICs
,synthlayer_v0.3,R,24,generalizability,,PNI-MICs
,synthlayer_v0.3,R,25,generalizability,,PNI-MICs
